,hTeam,hGoals,hPenalties,hResult,aTeam,aGoals,aPenalties,aResult,mType,mDate,comp
2107,Lithuania,0,,D,Croatia,0,,D,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2108,Ukraine,0,,L,Italy,2,,W,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2109,Slovenia,3,,W,Estonia,0,,L,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2110,Estonia,0,,L,Ukraine,1,,W,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2111,Lithuania,0,,L,Italy,1,,W,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2112,Croatia,2,,W,Slovenia,0,,L,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2113,Lithuania,2,,W,Slovenia,1,,L,Group Stage,07.06.95,"Euros 1996, Qualifiers"
2114,Estonia,1,,L,Slovenia,3,,W,Group Stage,11.06.95,"Euros 1996, Qualifiers"
2115,Ukraine,1,,W,Croatia,0,,L,Group Stage,11.06.95,"Euros 1996, Qualifiers"
2116,Estonia,0,,L,Lithuania,1,,W,Group Stage,16.08.95,"Euros 1996, Qualifiers"
2117,Croatia,7,,W,Estonia,1,,L,Group Stage,03.09.95,"Euros 1996, Qualifiers"
2118,Italy,1,,W,Slovenia,0,,L,Group Stage,06.09.95,"Euros 1996, Qualifiers"
2119,Lithuania,1,,L,Ukraine,3,,W,Group Stage,06.09.95,"Euros 1996, Qualifiers"
2120,Croatia,1,,D,Italy,1,,D,Group Stage,08.10.95,"Euros 1996, Qualifiers"
2121,Lithuania,5,,W,Estonia,0,,L,Group Stage,11.10.95,"Euros 1996, Qualifiers"
2122,Slovenia,3,,W,Ukraine,2,,L,Group Stage,11.10.95,"Euros 1996, Qualifiers"
2123,Italy,3,,W,Ukraine,1,,L,Group Stage,11.11.95,"Euros 1996, Qualifiers"
2124,Slovenia,1,,L,Croatia,2,,W,Group Stage,15.11.95,"Euros 1996, Qualifiers"
2125,Italy,4,,W,Lithuania,0,,L,Group Stage,15.11.95,"Euros 1996, Qualifiers"
2126,Czech,6,,W,Malta,1,,L,Group Stage,06.09.94,"Euros 1996, Qualifiers"
2127,Luxembourg,0,,L,Netherlands,4,,W,Group Stage,07.09.94,"Euros 1996, Qualifiers"
2128,Norway,1,,W,Belarus,0,,L,Group Stage,07.09.94,"Euros 1996, Qualifiers"
2129,Malta,0,,D,Czech,0,,D,Group Stage,12.10.94,"Euros 1996, Qualifiers"
2130,Norway,1,,D,Netherlands,1,,D,Group Stage,12.10.94,"Euros 1996, Qualifiers"
2131,Belarus,2,,W,Luxembourg,0,,L,Group Stage,12.10.94,"Euros 1996, Qualifiers"
2132,Belarus,0,,L,Norway,4,,W,Group Stage,16.11.94,"Euros 1996, Qualifiers"
2133,Netherlands,0,,D,Czech,0,,D,Group Stage,16.11.94,"Euros 1996, Qualifiers"
2134,Netherlands,5,,W,Luxembourg,0,,L,Group Stage,14.12.94,"Euros 1996, Qualifiers"
2135,Malta,0,,L,Norway,1,,W,Group Stage,14.12.94,"Euros 1996, Qualifiers"
2136,Malta,0,,L,Luxembourg,1,,W,Group Stage,22.02.95,"Euros 1996, Qualifiers"
2137,Luxembourg,0,,L,Norway,2,,W,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2138,Netherlands,4,,W,Malta,0,,L,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2139,Czech,4,,W,Belarus,2,,L,Group Stage,29.03.95,"Euros 1996, Qualifiers"
2140,Belarus,1,,D,Malta,1,,D,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2141,Czech,3,,W,Netherlands,1,,L,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2142,Norway,5,,W,Luxembourg,0,,L,Group Stage,26.04.95,"Euros 1996, Qualifiers"
2143,Luxembourg,1,,W,Czech,0,,L,Group Stage,07.06.95,"Euros 1996, Qualifiers"
2144,Norway,2,,W,Malta,0,,L,Group Stage,07.06.95,"Euros 1996, Qualifiers"
2145,Belarus,1,,W,Netherlands,0,,L,Group Stage,07.06.95,"Euros 1996, Qualifiers"
2146,Norway,1,,D,Czech,1,,D,Group Stage,16.08.95,"Euros 1996, Qualifiers"
2147,Czech,2,,W,Norway,0,,L,Group Stage,06.09.95,"Euros 1996, Qualifiers"
2148,Netherlands,1,,W,Belarus,0,,L,Group Stage,06.09.95,"Euros 1996, Qualifiers"
2149,Luxembourg,1,,W,Malta,0,,L,Group Stage,06.09.95,"Euros 1996, Qualifiers"
2150,Belarus,0,,L,Czech,2,,W,Group Stage,07.10.95,"Euros 1996, Qualifiers"
